chrom	gene	start	end
U00096	b1025	1092876	1094234
U00096	b1026	1094275	1095141
U00096	b1027	1095138	1095437
U00096	b1029	1095843	1096829
U00096	b1033	1097886	1098824
U00096	b1034	1098879	1099616
U00096	b1035	1099640	1100194
U00096	b1036	1100296	1100787
U00096	b1037	1100851	1101684
U00096	b1038	1101711	1102127
U00096	b1039	1102152	1102541
U00096	b1040	1102546	1103196
U00096	b1041	1103951	1104406
U00096	b1042	1104447	1104902
U00096	b1043	1104961	1105293
U00096	b1044	1105414	1105725
U00096	b1045	1105820	1106353
U00096	b1046	1106355	1107776
U00096	b1047	1107784	1108941
U00096	b1048	1109335	1110870
U00096	b1049	1110863	1113406
U00096	b1050	1113579	1113806
U00096	b1051	1113807	1114181
U00096	b1053	1114264	1115490
U00096	b1054	1115662	1116582
U00096	b1055	1116807	1117859
U00096	b1056	1117901	1118476
U00096	b1057	1118480	1119046
U00096	b1058	1119307	1119447
U00096	b1059	1119468	1120586
U00096	b1060	1120701	1120955
U00096	b1061	1121242	1121487
U00096	b1062	1121561	1122607
U00096	b1063	1122713	1123273
U00096	b1064	1123407	1124054
U00096	b1065	1124118	1125326
U00096	b1066	1125562	1126146
U00096	b1067	1126157	1126804
U00096	b1068	1126806	1127729
U00096	b1069	1127839	1129374
U00096	b1070	1129414	1129830
U00096	b1071	1129835	1130128
U00096	b1072	1130204	1130863
U00096	b1073	1131018	1131434
U00096	b1074	1131438	1131842
U00096	b1075	1131854	1132549
U00096	b1076	1132574	1133782
U00096	b1077	1133802	1134557
U00096	b1078	1134729	1135511
U00096	b1079	1135564	1136262
U00096	b1080	1136274	1137371
U00096	b1081	1137371	1138312
U00096	b1082	1138378	1140021
U00096	b1083	1140033	1140986
U00096	b1084	1141182	1144367
U00096	b1085	1144502	1144822
U00096	b1086	1144940	1145899
U00096	b1087	1146011	1146595
U00096	b1088	1146794	1147315
U00096	b1089	1147367	1147540
U00096	b1090	1147621	1148691
U00096	b1091	1148759	1149712
U00096	b1092	1149728	1150657
U00096	b1093	1150670	1151404
U00096	b1094	1151615	1151851
U00096	b1095	1151939	1153180
U00096	b1096	1153300	1154109
U00096	b1097	1154112	1155134
U00096	b1098	1155124	1155765
U00096	b1099	1155762	1156766
U00096	b1100	1156777	1157574
U00096	b1101	1157869	1159302
U00096	b1102	1159362	1161551
U00096	b1103	1161885	1162244
U00096	b1104	1162247	1162624
U00096	b1105	1162638	1163279
U00096	b1106	1163260	1164084
U00096	b1107	1164095	1165120
U00096	b1108	1165143	1165685
U00096	b1109	1166085	1167389
U00096	b1110	1167599	1168138
U00096	b1111	1168200	1168832
U00096	b1112	1169073	1169330
U00096	b1113	1169412	1170374
U00096	b1114	1170518	1173964
U00096	b1115	1174092	1175165
U00096	b1116	1175427	1176626
U00096	b1117	1176619	1177320
U00096	b1118	1177320	1178564
U00096	b1119	1178593	1179504
U00096	b1120	1179520	1180359
U00096	b1121	1180479	1181267
U00096	b1122	1181264	1181725
U00096	b1123	1181783	1182829
U00096	b1124	1182826	1183620
U00096	b1125	1183617	1184444
U00096	b1126	1184458	1185594
U00096	b1127	1185844	1187070
U00096	b1128	1187119	1188240
U00096	b1129	1188316	1189776
U00096	b1130	1189776	1190447
U00096	b1131	1190616	1191986
U00096	b1132	1191990	1192631
U00096	b1133	1192667	1193773
U00096	b1134	1193827	1194288
U00096	b1135	1194298	1194951
U00096	b1136	1195123	1196373
U00096	b1137	1196867	1197532
U00096	b1138	1197533	1198237
U00096	b1139	1198695	1199588
U00096	b1140	1199679	1200806
U00096	b1141	1200787	1201032
U00096	b1142	1201069	1201380
U00096	b1143	1201497	1201838
U00096	b1144	1201776	1202084
U00096	b1145	1202259	1202933
U00096	b1146	1203024	1203224
U00096	b1147	1203268	1203825
U00096	b1148	1203822	1204160
U00096	b1149	1204170	1205537
U00096	b1150	1205549	1205731
U00096	b1151	1205731	1206204
U00096	b1153	1206913	1207497
U00096	b1154	1207501	1208130
U00096	b1155	1208132	1208545
U00096	b1156	1208517	1209119
U00096	b1158	1209685	1210239
U00096	b1159	1210346	1211179
U00096	b1160	1211680	1212003
U00096	b4738	1212260	1212304
U00096	b4739	1212540	1212650
U00096	b1161	1212703	1213107
U00096	b1162	1213328	1214059
U00096	b1163	1214264	1215475
U00096	b1164	1215789	1216025
U00096	b1165	1216068	1216340
U00096	b1166	1216369	1216635
U00096	b1167	1216748	1216996
U00096	b1168	1217328	1218851
U00096	b4520	1218983	1219201
U00096	b1171	1222305	1222634
U00096	b1172	1222644	1222988
U00096	b4593	1222990	1223163
U00096	b4594	1223264	1223449
U00096	b1174	1224279	1224545
U00096	b1175	1224549	1225361
U00096	b1176	1225385	1226080
U00096	b1177	1226600	1226968
U00096	b1178	1227071	1227472
U00096	b1179	1227681	1228007
U00096	b1180	1228079	1228738
U00096	b1181	1228815	1229276
U00096	b1182	1229483	1230394
U00096	b1183	1230767	1231186
U00096	b1184	1231186	1232454
U00096	b1185	1232500	1233030
U00096	b1186	1233176	1234717
U00096	b1187	1234938	1235657
U00096	b1188	1235709	1237241
U00096	b1189	1237571	1238869
U00096	b1190	1238879	1239949
U00096	b4740	1240260	1240463
U00096	b1191	1240335	1242071
U00096	b1192	1242166	1243080
U00096	b1193	1243180	1243791
U00096	b1194	1243793	1244527
U00096	b1195	1244728	1244982
U00096	b1196	1245160	1245600
U00096	b1197	1245679	1247376
U00096	b1198	1247696	1249114
U00096	b1199	1249125	1249757
U00096	b1200	1249768	1250838
U00096	b1201	1251066	1252985
U00096	b1202	1253085	1255952
U00096	b1203	1256721	1257812
U00096	b1204	1257929	1258513
U00096	b1205	1258791	1259069
U00096	b1206	1259124	1260803
U00096	b1207	1260928	1261875
U00096	b1208	1262026	1262877
U00096	b1209	1262877	1263500
U00096	b1210	1263714	1264970
U00096	b1211	1265012	1266094
U00096	b1212	1266094	1266927
U00096	b1213	1266924	1267316
U00096	b1214	1267320	1268129
U00096	b1215	1268165	1269019
U00096	b4419	1269168	1269275
U00096	b4421	1269703	1269810
U00096	b4423	1270238	1270345
U00096	b1216	1270749	1271849
U00096	b1217	1272119	1272349
U00096	b1218	1272507	1273202
U00096	b1219	1273246	1273599
U00096	b1220	1273784	1275178
U00096	b1221	1275179	1275829
U00096	b1222	1275822	1277618
U00096	b1223	1277957	1279348
U00096	b1224	1279864	1283607
U00096	b1225	1283604	1285142
U00096	b1226	1285139	1285849
U00096	b1227	1285849	1286526
U00096	b1228	1286709	1286984
U00096	b1229	1287087	1287176
U00096	b1232	1287782	1288624
U00096	b1233	1288674	1289132
U00096	b1234	1289245	1290150
U00096	b1235	1290242	1291255
U00096	b1236	1291457	1292365
U00096	b1237	1292509	1292922
U00096	b1238	1293527	1294144
U00096	b1241	1295446	1298121
U00096	b1242	1298598	1299245
U00096	b4711	1299531	1300547
U00096	b1243	1301182	1302813
U00096	b1244	1302899	1303819
U00096	b1245	1303834	1304742
U00096	b1246	1304754	1305767
U00096	b1247	1305764	1306768
U00096	b1248	1306821	1307150
U00096	b1249	1307185	1308645
U00096	b4595	1308788	1308961
U00096	b1250	1309016	1310269
U00096	b1251	1310569	1310865
U00096	b1252	1311089	1311808
U00096	b1253	1311848	1312246
U00096	b1254	1312351	1312890
U00096	b1255	1312920	1313663
U00096	b1256	1314020	1314658
U00096	b1257	1314718	1315224
U00096	b1258	1315270	1315770
U00096	b1259	1315856	1316035
U00096	b1260	1316416	1317222
U00096	b1261	1317222	1318415
U00096	b1262	1318427	1319788
U00096	b1263	1319789	1321384
U00096	b1264	1321384	1322946
U00096	b1265	1323038	1323082
U00096	b1266	1323220	1324101
U00096	b1267	1324098	1324718
U00096	b1268	1324746	1326641
U00096	b1269	1326852	1327727
U00096	b1270	1327767	1328357
U00096	b1271	1328354	1329112
U00096	b1272	1329332	1330381
U00096	b1273	1330417	1330668
U00096	b1274	1331048	1333645
U00096	b1275	1333855	1334829
U00096	b4522	1335124	1335288
U00096	b4523	1335291	1335458
U00096	b4741	1335572	1335667
U00096	b1276	1335831	1338506
U00096	b1277	1338570	1339160
U00096	b1278	1339330	1340094
U00096	b1279	1340243	1340551
U00096	b1280	1340558	1341727
U00096	b1281	1341921	1342658
U00096	b1282	1342658	1342984
U00096	b1283	1343110	1343328
U00096	b1284	1343597	1344346
U00096	b4596	1344436	1344609
U00096	b1285	1344757	1346742
U00096	b4672	1346796	1346900
U00096	b1286	1346978	1348912
U00096	b1287	1348980	1350107
U00096	b1288	1350251	1351039
U00096	b1289	1351407	1351760
U00096	b1290	1351828	1352634
U00096	b1291	1352636	1353628
U00096	b1292	1353628	1354518
U00096	b1293	1354505	1355470
U00096	b1294	1355467	1357110
U00096	b1295	1357423	1357668
U00096	b1296	1357802	1359187
U00096	b4742	1359177	1359341
U00096	b1297	1359490	1360908
U00096	b1298	1361120	1361884
U00096	b1299	1361911	1362468
U00096	b1300	1362743	1364230
U00096	b1301	1364232	1365512
U00096	b1302	1365550	1366815
U00096	b1303	1366935	1367912
U00096	b1304	1368079	1368747
U00096	b1305	1368801	1369025
U00096	b1306	1369025	1369384
U00096	b1307	1369393	1369614
U00096	b1308	1369689	1370003
U00096	b1309	1370216	1371895
U00096	b1310	1371909	1373201
U00096	b1311	1373222	1374103
U00096	b1312	1374090	1374932
U00096	b1313	1374963	1376015
U00096	b1314	1376034	1376822
U00096	b1315	1376832	1377887
U00096	b1316	1377884	1380151
U00096	b1317	1380148	1380807
U00096	b1319	1381947	1382852
U00096	b1320	1382963	1383961
U00096	b1321	1384117	1385514
U00096	b1322	1385511	1386572
U00096	b1323	1386720	1388261
U00096	b1324	1388305	1388811
U00096	b1325	1388930	1389895
U00096	b1326	1389870	1390598
U00096	b4525	1390680	1390862
U00096	b4673	1390868	1390933
U00096	b1327	1390933	1391853
U00096	b1328	1391991	1392890
U00096	b1329	1393227	1394840
U00096	b1330	1394891	1395922
U00096	b1331	1396076	1397092
U00096	b1332	1397365	1397622
U00096	b1333	1397672	1398622
U00096	b1334	1398774	1399526
U00096	b1335	1399721	1400236
U00096	b1336	1400247	1401773
U00096	b1337	1401810	1403255
U00096	b1338	1403255	1404565
U00096	b1339	1404741	1405649
U00096	b1340	1405979	1406542
U00096	b1341	1406563	1407795
U00096	b1342	1408050	1409033
U00096	b4743	1409308	1409481
U00096	b1343	1409511	1410884
U00096	b1344	1411013	1411948
U00096	b1345	1412000	1413235
U00096	b1346	1413237	1413452
U00096	b1347	1413531	1413740
U00096	b1348	1413733	1413927
U00096	b1349	1413984	1414793
U00096	b1350	1414786	1417386
U00096	b1351	1417488	1417763
U00096	b4526	1417838	1418008
U00096	b1352	1418008	1418229
U00096	b1353	1418671	1419159
U00096	b4527	1419156	1419311
U00096	b1355	1419322	1419456
U00096	b1356	1419765	1420241
U00096	b1357	1420365	1420661
U00096	b1358	1420684	1421106
U00096	b1359	1421119	1421976
U00096	b1360	1421983	1422729
U00096	b1361	1422752	1423312
U00096	b4528	1423400	1423585
U00096	b1363	1423782	1425239
U00096	b1365	1425377	1425640
U00096	b1366	1425621	1425980
U00096	b1368	1426454	1427482
U00096	b1370	1427746	1428726
U00096	b1372	1429049	1432411
U00096	b1373	1432411	1432986
U00096	b1374	1433084	1433674
U00096	b1375	1433991	1434224
U00096	b4744	1434293	1434406
U00096	b1376	1435185	1435619
U00096	b1377	1435760	1436893
U00096	b1378	1437260	1440784
U00096	b4529	1441058	1441324
U00096	b1379	1441321	1441743
U00096	b1380	1441854	1442843
U00096	b1381	1443051	1445690
U00096	b1382	1445687	1445872
U00096	b1383	1445880	1446206
U00096	b1384	1446378	1447283
U00096	b1385	1447519	1449018
U00096	b1386	1449076	1451349
U00096	b1387	1451597	1453642
U00096	b1388	1453927	1454856
U00096	b1389	1454868	1455155
U00096	b1390	1455164	1455910
U00096	b1391	1455925	1456422
U00096	b1392	1456430	1457500
U00096	b1393	1457497	1458264
U00096	b1394	1458264	1459052
U00096	b1395	1459054	1460481
U00096	b1396	1460471	1460893
U00096	b1397	1460893	1462098
U00096	b1398	1462125	1463438
U00096	b1399	1463539	1464489
U00096	b1400	1464471	1465061
U00096	b4674	1465165	1465230
U00096	b1402	1467921	1468826
U00096	b1403	1468784	1469149
U00096	b1404	1469358	1470509
U00096	b1406	1474221	1475081
U00096	b1407	1475144	1477450
U00096	b1408	1477621	1478226
U00096	b1409	1478226	1479122
U00096	b1410	1479138	1480895
U00096	b1411	1480909	1482201
U00096	b1412	1482255	1482860
U00096	b1413	1483061	1486963
U00096	b1414	1487235	1488035
U00096	b1415	1488232	1489671
U00096	b1418	1490902	1491432
U00096	b1419	1491677	1491850
U00096	b4428	1491922	1492071
U00096	b1420	1491962	1492129
U00096	b1421	1492470	1494110
U00096	b1422	1494148	1495071
U00096	b1423	1495288	1496631
U00096	b1424	1496856	1498511
U00096	b1426	1498651	1498875
U00096	b1427	1498938	1499477
U00096	b1428	1499469	1500449
U00096	b1429	1500573	1501565
U00096	b1430	1501562	1502155
U00096	b1431	1502457	1503125
U00096	b1432	1503717	1504865
U00096	b1433	1504905	1506080
U00096	b1434	1506172	1506708
U00096	b1435	1506781	1508742
U00096	b1436	1508834	1509064
U00096	b4532	1509286	1509462
U00096	b1438	1509508	1509924
U00096	b1439	1510003	1511409
U00096	b1440	1511654	1512799
U00096	b1441	1512817	1513830
U00096	b1442	1513831	1514772
U00096	b1443	1514762	1515556
U00096	b1444	1515578	1517002
U00096	b4598	1517099	1517194
U00096	b1445	1517389	1517562
U00096	b1446	1517648	1517881
U00096	b1447	1517882	1518331
U00096	b1448	1518328	1518846
U00096	b1449	1519027	1520064
U00096	b1450	1520262	1520927
U00096	b1451	1520963	1523065
U00096	b1452	1523307	1524368
U00096	b1453	1524481	1525980
U00096	b1454	1526247	1526864
U00096	b1455	1526940	1527152
U00096	b1457	1529922	1530404
U00096	b4745	1530319	1530504
U00096	b1460	1531816	1532952
U00096	b1461	1533052	1533285
U00096	b1462	1533282	1533851
U00096	b1463	1534024	1534869
U00096	b1464	1534965	1535858
U00096	b1465	1535937	1536617
U00096	b1466	1536614	1537309
U00096	b1467	1537309	1538853
U00096	b1468	1538850	1542590
U00096	b1469	1542672	1544060
U00096	b1471	1544758	1545714
U00096	b1472	1545738	1546028
U00096	b1473	1546288	1547169
U00096	b1474	1547401	1550448
U00096	b1475	1550461	1551345
U00096	b1476	1551338	1551991
U00096	b1477	1552398	1552682
U00096	b1478	1552828	1553838
U00096	b1479	1553972	1555669
U00096	b1480	1555826	1555963
U00096	b1481	1556065	1556280
U00096	b1482	1556625	1557056
U00096	b1483	1557112	1558038
U00096	b1484	1558031	1559017
U00096	b1485	1559014	1559910
U00096	b1486	1559907	1560929
U00096	b1487	1560931	1562481
U00096	b1488	1562495	1563076
U00096	b1489	1563334	1565733
U00096	b1490	1565758	1567140
U00096	b4746	1567178	1567219
U00096	b1491	1567504	1568823
U00096	b1492	1568954	1570489
U00096	b1493	1570645	1572045
U00096	b1494	1572407	1575202
U00096	b1495	1575247	1577619
U00096	b1496	1577657	1579342
U00096	b4747	1579545	1579667
U00096	b1497	1579633	1580790
U00096	b1498	1580842	1582524
U00096	b1499	1582926	1583687
U00096	b1500	1583762	1583959
U00096	b1501	1584207	1586486
U00096	b1502	1586820	1587734
U00096	b1503	1587793	1588296
U00096	b1504	1588309	1588839
U00096	b1505	1588853	1590001
U00096	b1507	1590854	1592176
U00096	b1508	1592176	1592442
U00096	b1511	1598617	1600209
U00096	b1512	1600288	1601241
U00096	b1513	1601490	1603025
U00096	b1514	1603019	1604047
U00096	b1515	1604047	1605039
U00096	b1516	1605051	1606073
U00096	b1517	1606100	1606975
U00096	b1518	1606999	1607289
U00096	b1519	1607346	1608104
U00096	b1520	1608108	1609022
U00096	b1521	1609229	1610680
U00096	b1522	1610907	1611854
U00096	b1523	1611966	1612325
U00096	b1524	1612325	1613251
U00096	b1525	1613315	1614703
U00096	b1526	1614804	1615685
U00096	b1527	1615763	1616878
U00096	b1528	1617028	1618218
U00096	b1529	1618243	1618908
U00096	b1530	1619120	1619554
U00096	b1531	1619574	1619957
U00096	b1532	1619989	1620207
U00096	b1533	1620238	1621137
U00096	b1534	1621332	1622519
U00096	b4599	1622646	1622741
U00096	b1535	1622960	1623850
U00096	b1536	1624105	1624497
U00096	b1537	1624773	1625291
U00096	b1538	1625335	1627380
U00096	b1539	1627517	1628263
U00096	b1540	1628352	1629038
U00096	b1541	1629215	1629418
U00096	b1542	1629453	1630913
U00096	b1543	1631002	1632285
U00096	b4748	1632890	1633003
U00096	b1544	1633072	1633305
U00096	b1545	1633622	1634212
U00096	b1546	1634310	1634885
U00096	b1547	1634885	1635847
U00096	b1548	1635798	1636367
U00096	b4533	1636756	1636989
U00096	b1549	1637047	1637457
U00096	b1550	1637609	1637782
U00096	b1551	1637954	1638109
U00096	b4749	1638188	1638253
U00096	b4724	1638256	1638444
U00096	b1552	1638455	1638667
U00096	b1553	1639030	1639527
U00096	b4689	1639080	1639334
U00096	b1554	1639524	1640057
U00096	b1555	1640054	1640365
U00096	b1556	1640370	1640585
U00096	b1557	1641339	1641554
U00096	b1558	1641855	1642067
U00096	b4750	1642122	1642211
U00096	b1559	1642489	1643241
U00096	b1560	1643255	1644304
U00096	b1561	1644651	1644902
U00096	b1562	1645119	1645274
U00096	b1563	1645346	1645633
U00096	b1564	1645633	1645872
U00096	b1565	1645897	1646202
U00096	b1566	1646405	1646737
U00096	b1567	1647174	1647323
U00096	b1568	1647346	1647636
U00096	b1569	1647620	1647850
U00096	b1570	1647934	1648341
U00096	b1571	1648508	1648663
U00096	b1572	1648665	1648793
U00096	b1573	1648823	1649041
U00096	b1575	1649609	1649797
U00096	b1576	1649794	1649985
U00096	b4534	1652728	1652838
U00096	b1580	1652896	1653915
U00096	b1581	1653927	1655141
U00096	b1582	1655347	1655673
U00096	b1583	1655808	1656149
U00096	b1584	1656184	1656744
U00096	b1585	1656747	1657457
U00096	b1586	1657565	1657870
U00096	b1587	1658069	1660495
U00096	b1588	1660556	1662979
U00096	b1589	1662990	1663607
U00096	b1590	1663609	1664463
U00096	b1591	1664506	1665120
U00096	b1592	1665315	1666571
U00096	b1593	1666524	1667219
U00096	b1594	1667344	1668564
U00096	b1595	1668699	1669592
U00096	b1596	1669699	1670952
U00096	b1597	1671376	1671684
U00096	b4601	1671777	1671860
U00096	b1598	1671960	1672781
U00096	b1599	1672820	1673149
U00096	b1600	1673136	1673501
U00096	b1601	1673913	1674947
U00096	b1602	1674972	1676360
U00096	b1603	1676371	1677903
U00096	b1604	1678427	1679371
U00096	b1605	1679557	1680939
U00096	b1606	1680976	1681698
U00096	b1607	1681695	1682030
U00096	b1608	1682159	1682878
U00096	b1609	1682882	1684183
U00096	b1610	1684259	1685188
U00096	b1611	1685185	1686588
U00096	b1612	1686731	1688377
U00096	b1613	1688576	1689751
U00096	b1614	1689852	1691360
U00096	b1615	1691586	1692851
U00096	b1616	1692890	1694263
U00096	b1617	1694260	1696071
U00096	b1618	1696462	1697052
U00096	b1619	1697273	1698040
U00096	b1620	1698152	1699180
U00096	b1621	1699355	1700947
U00096	b1622	1700957	1702129
U00096	b1623	1702233	1703234
U00096	b1624	1703268	1704308
U00096	b4409	1704551	1704676
U00096	b1625	1704949	1705164
U00096	b1626	1705250	1705690
U00096	b1627	1705767	1706348
U00096	b1628	1706348	1706926
U00096	b1629	1706919	1709141
U00096	b1630	1709142	1710200
U00096	b1631	1710204	1710824
U00096	b1632	1710828	1711523
U00096	b1633	1711523	1712158
U00096	b1634	1712769	1714271
U00096	b1635	1714377	1714982
U00096	b1636	1715026	1715889
U00096	b1637	1715948	1717222
U00096	b1638	1717351	1718007
U00096	b1639	1718066	1718395
U00096	b1640	1718493	1719602
U00096	b1641	1719876	1720343
U00096	b1642	1720390	1720824
U00096	b1643	1721025	1721261
U00096	b1644	1721264	1722121
U00096	b1645	1722121	1724133
U00096	b1646	1724134	1724655
U00096	b1647	1724736	1725632
U00096	b1648	1725681	1725920
U00096	b1649	1726023	1726622
U00096	b1650	1726659	1727756
U00096	b1651	1727837	1728244
U00096	b1652	1728347	1728994
U00096	b1653	1729087	1733703
U00096	b1654	1733754	1734101
U00096	b1655	1734435	1735250
U00096	b1656	1735378	1735959
U00096	b1657	1736121	1737290
U00096	b4602	1737456	1737545
U00096	b1658	1737844	1738869
U00096	b1659	1738866	1739798
U00096	b1660	1739911	1741122
U00096	b1661	1741413	1742561
U00096	b1662	1742601	1743242
U00096	b1663	1743457	1744830
U00096	b1664	1744871	1746127
U00096	b1667	1746700	1747005
U00096	b1668	1747131	1748735
U00096	b1669	1748747	1749559
U00096	b1670	1749563	1750348
U00096	b1671	1750345	1751013
U00096	b1672	1751077	1751724
U00096	b1673	1751728	1753830
U00096	b1674	1753851	1754477
U00096	b1675	1754932	1755141
U00096	b1676	1755698	1757110
U00096	b1677	1757421	1757657
U00096	b1678	1757721	1758725
U00096	b1679	1758874	1759290
U00096	b1680	1759303	1760523
U00096	b1681	1760520	1761791
U00096	b1682	1761766	1762512
U00096	b1683	1762522	1764009
U00096	b1684	1764018	1764386
U00096	b1685	1764934	1765122
U00096	b1686	1765222	1765632
U00096	b1687	1765629	1768685
U00096	b1688	1769074	1770186
U00096	b1689	1770615	1770971
U00096	b1690	1771071	1772285
U00096	b1691	1772512	1773777
U00096	b1692	1773789	1774655
U00096	b1693	1774686	1775444
U00096	b1694	1775587	1777182
U00096	b1695	1777196	1778347
U00096	b1696	1778390	1779301
U00096	b1697	1779617	1780381
U00096	b1698	1780401	1781339
U00096	b1699	1781395	1782684
U00096	b1700	1782681	1782974
U00096	b1701	1782977	1784677
U00096	b1702	1784734	1787112
U00096	b1703	1787445	1788278
U00096	b1704	1788435	1789481
U00096	b1705	1789613	1789804
U00096	b1706	1789808	1791244
U00096	b1707	1791307	1792020
U00096	b1708	1792267	1792731
U00096	b1709	1792809	1793558
U00096	b1710	1793558	1794109
U00096	b1711	1794172	1795152
U00096	b1712	1795253	1795552
U00096	b1713	1795557	1797944
U00096	b1714	1797959	1798942
U00096	b1715	1799226	1799270
U00096	b1716	1799393	1799749
U00096	b1717	1799802	1799999
U00096	b1718	1800096	1800638
U00096	b1719	1800642	1802570
U00096	b4535	1805165	1805272
U00096	b1722	1805325	1806083
U00096	b1723	1806370	1807299
U00096	b1724	1807400	1807690
U00096	b1725	1807796	1808656
U00096	b1726	1808697	1809233
U00096	b1727	1809380	1810048
U00096	b1728	1810211	1810801
U00096	b1729	1810934	1812325
U00096	b1730	1812329	1813132
U00096	b1731	1813421	1813663
U00096	b1732	1813867	1816128
U00096	b1733	1816386	1817135
U00096	b1734	1817148	1818500
U00096	b1735	1818605	1819447
U00096	b1736	1819455	1819805
U00096	b1737	1819856	1821214
U00096	b1738	1821299	1821619
U00096	b1739	1821918	1822256
U00096	b1740	1822458	1823285
U00096	b1741	1823515	1824402
U00096	b1742	1824362	1824937
U00096	b1743	1825140	1825625
U00096	b1744	1825955	1826923
U00096	b1745	1826916	1828259
U00096	b1746	1828256	1829734
U00096	b1747	1829731	1830765
U00096	b1748	1830762	1831982
U00096	b1749	1832428	1833234
U00096	b1750	1833401	1834111
U00096	b1751	1834116	1834793
U00096	b1752	1834808	1835515
U00096	b1753	1835515	1836063
U00096	b1754	1836073	1837239
U00096	b1755	1837212	1838747
U00096	b1756	1838747	1839400
U00096	b1757	1839467	1840774
U00096	b1758	1840783	1841403
U00096	b1759	1841490	1841897
U00096	b1760	1841863	1842135
U00096	b1761	1842371	1843714
U00096	b1762	1843831	1844871
U00096	b1763	1844999	1846960
U00096	b1764	1846965	1848008
U00096	b1765	1848125	1848676
U00096	b1766	1848837	1850693
U00096	b1767	1850860	1851876
U00096	b1768	1851887	1852528
U00096	b1769	1852621	1853979
U00096	b1770	1854096	1854854
U00096	b1771	1854991	1855971
U00096	b1772	1855981	1856928
U00096	b1773	1856933	1857769
U00096	b1774	1857790	1858833
U00096	b1775	1858850	1860229
U00096	b1776	1860256	1861332
U00096	b1777	1861702	1861974
U00096	b1778	1862016	1862429
U00096	b1779	1862771	1863766
U00096	b1780	1863850	1864734
U00096	b1781	1864782	1865636
U00096	b1782	1865726	1866472
U00096	b1783	1866908	1868842
U00096	b1784	1868955	1870238
U00096	b1785	1870385	1871860
U00096	b1786	1872041	1873531
U00096	b1787	1873574	1874077
U00096	b1788	1874078	1874182
U00096	b1789	1874352	1874798
U00096	b1790	1874755	1875576
U00096	b1791	1875673	1876854
U00096	b1792	1876909	1877256
U00096	b1793	1877278	1877532
U00096	b1794	1877715	1878740
U00096	b4676	1878773	1878871
U00096	b4675	1878874	1878948
U00096	b1795	1879007	1879255
U00096	b1796	1879403	1879585
U00096	b1797	1879589	1879948
U00096	b1798	1880121	1880759
U00096	b1799	1880886	1881809
U00096	b1800	1881912	1882997
U00096	b1801	1883188	1884633
U00096	b1802	1884665	1885789
U00096	b1803	1885845	1886810
U00096	b1804	1886864	1887991
U00096	b1805	1888061	1889746
U00096	b1806	1889951	1890532
U00096	b1807	1890572	1891267
U00096	b1808	1891325	1893235
U00096	b1809	1893367	1893711
U00096	b1810	1894133	1894432
U00096	b1811	1894552	1894731
U00096	b1812	1894805	1896166
U00096	b1813	1896170	1896748
U00096	b1814	1896932	1898296
U00096	b1815	1898427	1900025
U00096	b1816	1900029	1901585
U00096	b4751	1901573	1901782
U00096	b1817	1902048	1903019
U00096	b1818	1903082	1903882
U00096	b1819	1903895	1904746
U00096	b1820	1904801	1905259
U00096	b1821	1905688	1906254
U00096	b1822	1906251	1907060
U00096	b1823	1907226	1907435
U00096	b1824	1907448	1907591
U00096	b1825	1908261	1908548
U00096	b1826	1908623	1908766
U00096	b4536	1908925	1909164
U00096	b1827	1909308	1910099
U00096	b1828	1910276	1911649
U00096	b1829	1911695	1912576
U00096	b1830	1912768	1914816
U00096	b1831	1914836	1915534
U00096	b1832	1915631	1916128
U00096	b1833	1916258	1917541
U00096	b1834	1917510	1920143
U00096	b1835	1920223	1921662
U00096	b1836	1921780	1922016
U00096	b1837	1922121	1922312
U00096	b1838	1922313	1922969
U00096	b1839	1923365	1923706
U00096	b1840	1923719	1924591
U00096	b1841	1924595	1924969
U00096	b1842	1925108	1925338
U00096	b1843	1925440	1926096
U00096	b1844	1926120	1926782
U00096	b1845	1926779	1928839
U00096	b1846	1929048	1929707
U00096	b1847	1930034	1930390
U00096	b1848	1930457	1930747
U00096	b1849	1930881	1932059
U00096	b1850	1932115	1932756
U00096	b1851	1932793	1934604
U00096	b1852	1934839	1936314
U00096	b1853	1936652	1937521
U00096	b1854	1937649	1939091
U00096	b1855	1939222	1940193
U00096	b1856	1940313	1941635
U00096	b1857	1941651	1942583
U00096	b1858	1942662	1943417
U00096	b1859	1943414	1944199
U00096	b1860	1944346	1945356
U00096	b1861	1945365	1945976
U00096	b4677	1946115	1946180
U00096	b1862	1946251	1946853
U00096	b1863	1946855	1947376
U00096	b1864	1947411	1948151
U00096	b1865	1948180	1948632
U00096	b1866	1948750	1950522
U00096	b1867	1950832	1951398
U00096	b1868	1951395	1952213
U00096	b1869	1952266	1952661
U00096	b1870	1952702	1953445
U00096	b1871	1953442	1954413
U00096	b1872	1954578	1957007
U00096	b1873	1957032	1958132
U00096	b1874	1958520	1959266
U00096	b1875	1959280	1959846
U00096	b1876	1960062	1961795
U00096	b1877	1961972	1962460
U00096	b1878	1962580	1962972
U00096	b1879	1962972	1965050
U00096	b1880	1965043	1966191
U00096	b1881	1966393	1967037
U00096	b1882	1967048	1967437
U00096	b1883	1967452	1968501
U00096	b1884	1968504	1969364
U00096	b1885	1969383	1970984
U00096	b1886	1971030	1972691
U00096	b1887	1972836	1973339
U00096	b1888	1973360	1975324
U00096	b1889	1975329	1976255
U00096	b1890	1976252	1977139
U00096	b1891	1977266	1977844
