2-LTR circle formation,R-HSA-164843,BANF1,HMGA1,LIG4,PSIP1,XRCC4,XRCC5,XRCC6,gag,gag-pol,rev,vif,vpr,vpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS-mediated FGFR2 signaling,R-HSA-5654700,FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR2,FRS2,FRS3,GRB2,HRAS,KRAS,NRAS,PTPN11,SOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS-mediated FGFR3 signaling,R-HSA-5654706,FGF1,FGF16,FGF17,FGF18,FGF2,FGF20,FGF23,FGF4,FGF5,FGF8,FGF9,FGFR3,FRS2,FRS3,GRB2,HRAS,KRAS,NRAS,PTPN11,SOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS-mediated FGFR4 signaling,R-HSA-5654712,FGF1,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF23,FGF4,FGF6,FGF8,FGF9,FGFR4,FRS2,FRS3,GRB2,HRAS,KLB,KRAS,NRAS,PTPN11,SOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fanconi Anemia Pathway,R-HSA-6783310,APITD1,ATR,ATRIP,DCLRE1A,DCLRE1B,EME1,EME2,ERCC1,ERCC4,FAAP100,FAAP20,FAAP24,FAN1,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,MUS81,POLN,RPA1,RPA2,RPA3,RPS27A,SLX1A,SLX4,STRA13,UBA52,UBB,UBC,UBE2T,USP1,WDR48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FasL- CD95L signaling,R-HSA-75157,CASP10,CASP8,FADD,FAS,FASLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatty Acids bound to GPR40 -FFAR1- regulate insulin secretion,R-HSA-434316,FFAR1,GNA11,GNA14,GNA15,GNAQ,PLCB1,PLCB2,PLCB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatty acids,R-HSA-211935,CYP2A13,CYP2A7,CYP2B6,CYP2D6,CYP2F1,CYP2J2,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatty acyl-CoA biosynthesis,R-HSA-75105,ACACA,ACLY,ACSBG1,ACSBG2,ACSF3,ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,CBR4,ELOVL1,ELOVL2,ELOVL3,ELOVL4,ELOVL5,ELOVL6,ELOVL7,FASN,HACD1,HACD2,HACD3,HACD4,HSD17B12,HSD17B3,HSD17B8,HTD2,MORC2,OLAH,PPT1,PPT2,SCD,SCD5,SLC25A1,SLC27A3,TECR,TECRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fertilization,R-HSA-1187000,ACR,ADAM2,ADAM20,ADAM21,ADAM30,B4GALT1,CATSPER1,CATSPER2,CATSPER3,CATSPER4,CATSPERB,CATSPERD,CATSPERG,CD9,HVCN1,IZUMO1,IZUMO2,IZUMO3,IZUMO4,KCNU1,OVGP1,SPAM1,ZP1,ZP2,ZP3,ZP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibronectin matrix formation,R-HSA-1566977,CEACAM1,CEACAM6,CEACAM8,FN1,ITGA5,ITGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficolins bind to repetitive carbohydrate structures on the target cell surface,R-HSA-2855086,FCN1,FCN2,FCN3,MASP1,MASP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folding of actin by CCT-TriC,R-HSA-390450,ACTB,CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,TCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of ATP by chemiosmotic coupling,R-HSA-163210,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,DMAC2L,MT-ATP6,MT-ATP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of Fibrin Clot -Clotting Cascade-,R-HSA-140877,A2M,C1QBP,CD177,F10,F11,F12,F13A1,F13B,F2,F2R,F3,F5,F7,F8,F9,FGA,FGB,FGG,GP1BA,GP1BB,GP5,GP9,KLKB1,KNG1,PF4,PF4V1,PRCP,PROC,PROCR,PROS1,PRTN3,SERPINA5,SERPINC1,SERPIND1,SERPINE2,SERPING1,TFPI,THBD,VWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of HIV elongation complex in the absence of HIV Tat,R-HSA-167152,CCNH,CCNK,CCNT1,CCNT2,CDK7,CDK9,CTDP1,ELL,ELOA,ELOA2,ELOA3BP,ELOA3DP,ELOA3P,ELOB,ELOC,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NCBP2,NELFA,NELFB,NELFCD,NELFE,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SSRP1,SUPT16H,SUPT4H1,SUPT5H,TCEA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of HIV-1 elongation complex containing HIV-1 Tat,R-HSA-167200,CCNH,CCNT1,CDK7,CDK9,CTDP1,ELL,ELOA,ELOA2,ELOA3BP,ELOA3DP,ELOA3P,ELOB,ELOC,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NCBP2,NELFA,NELFB,NELFCD,NELFE,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SSRP1,SUPT16H,SUPT4H1,SUPT5H,TCEA1,tat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of Incision Complex in GG-NER,R-HSA-5696395,CCNH,CDK7,CETN2,CHD1L,CUL4A,CUL4B,DDB1,DDB2,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,PARP1,PARP2,PIAS1,PIAS3,RAD23A,RAD23B,RBX1,RNF111,RPA1,RPA2,RPA3,RPS27A,SUMO1,SUMO2,SUMO3,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,USP45,XPA,XPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of RNA Pol II elongation complex,R-HSA-112382,AFF4,CCNH,CCNK,CCNT1,CCNT2,CDC73,CDK7,CDK9,CTDP1,CTR9,EAF1,EAF2,ELL,ELOA,ELOA2,ELOA3BP,ELOA3DP,ELOA3P,ELOB,ELOC,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,IWS1,LEO1,MLLT1,MLLT3,MNAT1,NCBP1,NCBP2,NELFA,NELFB,NELFCD,NELFE,PAF1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,RTF1,SSRP1,SUPT16H,SUPT4H1,SUPT5H,SUPT6H,TCEA1,WDR61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of Senescence-Associated Heterochromatin Foci -SAHF-,R-HSA-2559584,ASF1A,CABIN1,CDKN1A,EP400,H1-0,H1-1,H1-2,H1-3,H1-4,H1-5,HIRA,HMGA1,HMGA2,LMNB1,RB1,TP53,UBN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of TC-NER Pre-Incision Complex,R-HSA-6781823,AQR,CCNH,CDK7,COPS2,COPS3,COPS4,COPS5,COPS6,COPS7A,COPS7B,COPS8,CUL4A,CUL4B,DDB1,EP300,ERCC2,ERCC3,ERCC6,ERCC8,GPS1,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,HMGN1,ISY1,MNAT1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PPIE,PRPF19,RBX1,RPS27A,TCEA1,UBA52,UBB,UBC,USP7,UVSSA,XAB2,XPA,ZNF830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of annular gap junctions,R-HSA-196025,AP2M1,CLTA,CLTB,CLTC,CLTCL1,DAB2,DNM1,DNM2,GJA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of apoptosome,R-HSA-111458,APAF1,APIP,AVEN,CARD8,CASP9,CYCS,DIABLO,MAPK1,MAPK3,UACA,XIAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the Early Elongation Complex,R-HSA-113418,CCNH,CDK7,CTDP1,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NCBP2,NELFA,NELFB,NELFCD,NELFE,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SUPT4H1,SUPT5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the Editosome,R-HSA-75094,A1CF,APOBEC1,APOBEC2,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3H,APOBEC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the HIV-1 Early Elongation Complex,R-HSA-167158,CCNH,CDK7,CTDP1,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NCBP2,NELFA,NELFB,NELFCD,NELFE,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SUPT4H1,SUPT5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the beta-catenin-TCF transactivating complex,R-HSA-201722,ASH2L,AXIN2,BCL9,BCL9L,CDC73,CREBBP,CTNNB1,EP300,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ1,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC9,H2BS1,H2BU1,H3-3A,H3-4,H3C1,H3C15,H4C1,HDAC1,KAT5,KMT2D,LEF1,LEO1,MEN1,MYC,PYGO1,PYGO2,RBBP5,RUNX3,RUVBL1,SMARCA4,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TRRAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the cornified envelope,R-HSA-6809371,CAPN1,CAPNS1,CASP14,CDSN,CELA2A,CSTA,DSC1,DSC2,DSC3,DSG1,DSG2,DSG3,DSG4,DSP,EVPL,FLG,FURIN,IVL,JUP,KAZN,KLK12,KLK13,KLK14,KLK5,KLK8,LCE1A,LCE1B,LCE1C,LCE1D,LCE1E,LCE1F,LCE2A,LCE2B,LCE2C,LCE2D,LCE3A,LCE3B,LCE3C,LCE3D,LCE3E,LCE4A,LCE5A,LCE6A,LELP1,LIPJ,LIPK,LIPM,LIPN,LORICRIN,PCSK6,PERP,PI3,PKP1,PKP2,PKP3,PKP4,PPL,PRSS8,RPTN,SPINK5,SPINK6,SPINK9,SPRR1A,SPRR1B,SPRR2A,SPRR2B,SPRR2D,SPRR2E,SPRR2F,SPRR2G,SPRR3,ST14,TCHH,TGM1,TGM5,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of the ternary complex- and subsequently- the 43S complex,R-HSA-72695,18S rRNA,EIF1AX,EIF2S1,EIF2S2,EIF2S3,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,FAU,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of tubulin folding intermediates by CCT-TriC,R-HSA-389960,CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,TCP1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formation of xylulose-5-phosphate,R-HSA-5661270,AKR1A1,CRYL1,DCXR,SORD,XYLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formyl peptide receptors bind formyl peptides and many other ligands,R-HSA-444473,ANXA1,APP,CCL23,FPR1,FPR2,FPR3,HEBP1,MT-RNR2,SAA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free fatty acid receptors,R-HSA-444209,FFAR1,FFAR2,FFAR3,FFAR4,GPR31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free fatty acids regulate insulin secretion,R-HSA-400451,ACSL3,ACSL4,CD36,FFAR1,GNA11,GNA14,GNA15,GNAQ,PLCB1,PLCB2,PLCB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frs2-mediated activation,R-HSA-170968,BRAF,CRKL,FRS2,MAP2K1,MAP2K2,MAPK1,MAPK3,NGF,NTRK1,RAP1A,RAPGEF1,YWHAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fructose catabolism,R-HSA-70350,ALDH1A1,ALDOB,GLYCTK,KHK,TKFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fructose metabolism,R-HSA-5652084,AKR1B1,ALDH1A1,ALDOB,GLYCTK,KHK,SORD,TKFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion and Uncoating of the Influenza Virion,R-HSA-168270,HA,M,NA,NP,NS,PA,PB1,PB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion of the Influenza Virion to the Host Cell Endosome,R-HSA-168288,HA,M,NA,NP,NS,PA,PB1,PB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G alpha -12-13- signalling events,R-HSA-416482,ABR,ADRA1A,ADRA1B,ADRA1D,AKAP13,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF26,ARHGEF3,ARHGEF33,ARHGEF35,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BTK,ECT2,FGD1,FGD2,FGD3,FGD4,GNA12,GNA13,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,ITSN1,KALRN,MCF2,MCF2L,NET1,NGEF,OBSCN,PLEKHG2,PLEKHG5,PLXNB1,PREX1,RASGRF2,RHOA,RHOB,RHOC,ROCK1,ROCK2,SOS1,SOS2,TBXA2R,TIAM1,TIAM2,TRIO,VAV1,VAV2,VAV3,,,,,,,,,,,,,,,,,,,,
G alpha -z- signalling events,R-HSA-418597,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADRA2A,ADRA2B,ADRA2C,GNAI1,GNAI2,GNAI3,GNAS,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCH,PRKCQ,RGS16,RGS17,RGS19,RGS20,RGS4,RGSL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G beta-gamma signalling through BTK,R-HSA-8964315,BTK,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G beta-gamma signalling through CDC42,R-HSA-8964616,ARHGEF6,CDC42,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PAK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G beta-gamma signalling through PI3Kgamma,R-HSA-392451,AKT1,AKT2,AKT3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PDPK1,PIK3CG,PIK3R5,PIK3R6,RHOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G beta-gamma signalling through PLC beta,R-HSA-418217,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PLCB1,PLCB2,PLCB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G protein gated Potassium channels,R-HSA-1296059,GABBR1,GABBR2,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-protein activation,R-HSA-202040,GNAI1,GNAI2,GNAI3,GNAO1,GNAT1,GNAT2,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,OPRM1,PDYN,POMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-protein beta-gamma signalling,R-HSA-397795,AKT1,AKT2,AKT3,ARHGEF6,BTK,CDC42,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PAK1,PDPK1,PIK3CG,PIK3R5,PIK3R6,PLCB1,PLCB2,PLCB3,RHOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-protein mediated events,R-HSA-112040,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AHCYL1,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CREB1,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAT1,GNAT2,GNAT3,GNAZ,GRK2,ITPR1,ITPR2,ITPR3,KPNA2,MAPK1,NBEA,PDE1A,PDE1B,PDE1C,PLA2G4A,PLCB1,PLCB2,PLCB3,PLCB4,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCG,PRKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G0 and Early G1,R-HSA-1538133,CCNA1,CCNA2,CCNE1,CCNE2,CDC25A,CDC6,CDK1,CDK2,DYRK1A,E2F1,E2F4,E2F5,HDAC1,LIN37,LIN52,LIN54,LIN9,MAX,MYBL2,MYC,PCNA,RBBP4,RBL1,RBL2,TFDP1,TFDP2,TOP2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1 Phase,R-HSA-69236,ABL1,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNH,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2B,CDKN2C,CDKN2D,CKS1B,CUL1,E2F1,E2F2,E2F3,E2F4,E2F5,JAK2,LYN,MNAT1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R3B,PTK6,RB1,RBL1,RBL2,RPS27A,SKP1,SKP2,SRC,TFDP1,TFDP2,UBA52,UBB,UBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1-S DNA Damage Checkpoints,R-HSA-69615,ATM,CCNA1,CCNA2,CCNE1,CCNE2,CDC25A,CDK2,CDKN1A,CDKN1B,CDKN2A,CHEK1,CHEK2,MDM2,MDM4,PCBP4,PHF20,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RFWD2,RPS27A,SEM1,TP53,UBA52,UBB,UBC,ZNF385A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1-S-Specific Transcription,R-HSA-69205,CCNA1,CCNE1,CDC25A,CDC45,CDC6,CDK1,CDT1,DHFR,E2F1,E2F4,E2F5,E2F6,FBXO5,HDAC1,LIN37,LIN52,LIN54,LIN9,ORC1,PCNA,POLA1,RBBP4,RBL1,RBL2,RRM2,TFDP1,TFDP2,TK1,TYMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2 Phase,R-HSA-68911,CCNA1,CCNA2,CDK2,E2F1,E2F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
