RL-1130,STRINGv11-Community,ENDOD1,FAM131C,HPCAL4,REG1A,REG1B,REG3A,TEX13B,VSNL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1131,STRINGv11-Community,FLVCR1,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFSF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1132,STRINGv11-Community,CSAD,GAD1,GAD2,GADL1,MYL2,MYL5,OVOL3,VCX2,VCX3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1133,STRINGv11-Community,ACLY,ALPK1,CNGA3,CUTA,EFCAB1,ENTPD2,ENTPD3,ENTPD4,ENTPD5,ENTPD6,ENTPD8,GUCA1A,GUCA1B,GUCA1C,GUCA2B,GUCY1A2,GUCY1A3,GUCY1B3,GUCY2D,GUCY2F,HPCA,HPCAL1,MARCKSL1,NCALD,NCS1,NPPA,NPPB,NPPC,NPR1,NPR2,NPR3,PDE1A,PDE1B,PDE1C,RBP3,RCVRN,SFTPA1,SFTPA2,SFTPD,USP32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1134,STRINGv11-Community,EFCAB1,ENTPD2,ENTPD3,ENTPD4,ENTPD5,ENTPD6,ENTPD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1135,STRINGv11-Community,GUCA1A,GUCA1B,GUCA2B,GUCY2D,GUCY2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1136,STRINGv11-Community,ACLY,ALPK1,CNGA3,CUTA,GUCA1C,HPCA,HPCAL1,MARCKSL1,NCALD,NCS1,PDE1A,PDE1B,PDE1C,RBP3,RCVRN,SFTPA1,SFTPA2,SFTPD,USP32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1137,STRINGv11-Community,ACLY,ALPK1,CNGA3,CUTA,HPCA,MARCKSL1,NCS1,RBP3,RCVRN,USP32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1138,STRINGv11-Community,HPCAL1,NCALD,PDE1A,PDE1B,PDE1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1141,STRINGv11-Community,NPPA,NPPB,NPPC,NPR1,NPR2,NPR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1142,STRINGv11-Community,CD300E,CD300LD,CLEC5A,ENSP00000480609,FCAMR,FHAD1,HCST,KLRK1,MICA,MICB,RAET1L,TREM1,TREML4,TYROBP,ULBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1143,STRINGv11-Community,CD300E,CD300LD,CLEC5A,FCAMR,FHAD1,HCST,TREM1,TREML4,TYROBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1144,STRINGv11-Community,ENSP00000480609,KLRK1,MICA,MICB,RAET1L,ULBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1145,STRINGv11-Community,EMCN,HAPLN1,PODXL2,SELE,SELL,SELP,SELPLG,VCAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1146,STRINGv11-Community,CD69,CLEC2A,CLEC2D,CLRN2,KCNIP1,KCNIP2,KCNIP4,KLRB1,KLRF2,PALM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1147,STRINGv11-Community,CPT1B,CPT1C,ENSP00000477980,NFATC1,PPP3R1,RCAN1,RCAN2,RCAN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1148,STRINGv11-Community,CD177,CR1,CR2,FCER2,FUT4,KCNIP3,ZG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1149,STRINGv11-Community,ATP10A,ATP10B,ATP10D,ATP11A,ATP11B,ATP11C,ATP12A,ATP13A1,ATP13A2,ATP13A3,ATP13A4,ATP13A5,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP2C1,ATP2C2,ATP4A,ATP4B,ATP8A1,ATP8A2,ATP8B2,ATP8B3,ATP8B4,CAV3,CLCN4,ENSP00000419663,ENSP00000445359,FXYD2,FXYD7,GPR156,GPR42,ITPR1,ITPR2,ITPR3,ITPRIP,LRMP,MTM1,MTMR1,MTMR2,MYL10,MYL6,MYL6B,MYL7,NKAIN1,NKAIN3,NKAIN4,P2RY14,P2RY8,PLN,RS1,RYR1,RYR2,RYR3,SELENON,SHBG,SLC10A2,SLC35B4,SLN,SPTA1,SPTAN1,STIM1,TGM7,TMCO3,TMEM165,TMEM236,TMEM30A,TMEM30B,TMEM8A,TMEM98,UNKL,,,,,,,,,,,,,,,,
RL-1150,STRINGv11-Community,ATP2A1,ATP2A2,ATP2A3,ATP2B2,ATP2B3,ATP2B4,ATP2C1,CAV3,CLCN4,MTM1,MTMR1,MTMR2,PLN,SLN,STIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1151,STRINGv11-Community,ATP2A1,ATP2A2,ATP2A3,ATP2B3,CAV3,CLCN4,MTM1,PLN,SLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1152,STRINGv11-Community,ATP2B2,ATP2B4,ATP2C1,MTMR1,MTMR2,STIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1153,STRINGv11-Community,ATP10A,ATP10B,ATP10D,ATP13A1,ATP13A2,ATP13A3,ATP13A4,ATP13A5,ATP2C2,ATP8B3,ITPR1,ITPR2,ITPR3,ITPRIP,LRMP,MYL10,MYL6,MYL6B,MYL7,RYR1,RYR2,RYR3,SELENON,SLC35B4,SPTA1,SPTAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1154,STRINGv11-Community,ATP13A1,ATP13A2,ATP13A3,ATP13A5,ATP2C2,ATP8B3,MYL6,MYL6B,MYL7,RYR1,RYR2,RYR3,SELENON,SLC35B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1155,STRINGv11-Community,ATP13A2,ATP13A3,ATP2C2,MYL7,RYR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1156,STRINGv11-Community,ATP13A1,ATP13A5,MYL6,MYL6B,SLC35B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1158,STRINGv11-Community,ATP10A,ATP10B,ATP10D,ATP13A4,ITPR1,ITPR2,ITPR3,ITPRIP,LRMP,MYL10,SPTA1,SPTAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1159,STRINGv11-Community,ATP10A,ATP10B,ATP10D,ATP13A4,ITPR2,MYL10,SPTA1,SPTAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1161,STRINGv11-Community,ATP11A,ATP11B,ATP11C,ATP8A1,ATP8A2,ATP8B2,ATP8B4,ENSP00000419663,ENSP00000445359,GPR42,SHBG,SLC10A2,TGM7,TMCO3,TMEM165,TMEM236,TMEM30A,TMEM30B,UNKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1163,STRINGv11-Community,ATP11B,ATP11C,ATP8A1,ATP8A2,ENSP00000419663,ENSP00000445359,SLC10A2,TMCO3,TMEM165,TMEM30A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1166,STRINGv11-Community,ATP12A,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,ATP2B1,ATP4A,ATP4B,FXYD2,FXYD7,GPR156,NKAIN1,NKAIN3,NKAIN4,P2RY14,P2RY8,RS1,TMEM8A,TMEM98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1169,STRINGv11-Community,ATP1A1,ATP1A2,ATP1B1,ATP2B1,FXYD2,FXYD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1170,STRINGv11-Community,ATP1A4,ATP1B2,ATP4A,NKAIN1,NKAIN4,P2RY8,RS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1172,STRINGv11-Community,ADGB,BVES,C5orf46,C8orf37,CAPN1,CAPN10,CAPN11,CAPN12,CAPN13,CAPN14,CAPN15,CAPN2,CAPN3,CAPN5,CAPN6,CAPN7,CAPN8,CAPN9,CAPNS1,CAPNS2,CAST,CD300C,CHIA,CLPSL1,CRYAA,CRYAA2,CRYAB,CRYBA1,CRYBA2,CRYBA4,CRYBB1,CRYBB2,CRYBB3,CRYGC,CRYGD,CRYGS,DPP10,DPP6,FAM111B,FAM210A,FAM84B,FNDC5,HMGN5,HRASLS2,HSPB1,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HYAL1,INPP4A,INSL3,JPH2,LBH,MAJIN,MBNL3,MGAT3,MGEA5,NAT9,NMT1,NMT2,NTPCR,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PHTF1,PLCXD1,PPCDC,PPCS,PPM1M,PRND,PRNP,RFLNB,RTBDN,TAX1BP3,TLDC1,UBAC1,UBASH3A,UROD,ZBED3,ZC3H10,ZER1,ZG16B,ZYG11A,ZYG11B,,,,,,,,,,,
RL-1173,STRINGv11-Community,CD300C,CLPSL1,CRYAA,CRYAA2,CRYAB,CRYGC,CRYGD,CRYGS,FAM210A,HMGN5,HSPB1,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,JPH2,LBH,MBNL3,MGEA5,NAT9,NTPCR,PPM1M,PRNP,TAX1BP3,ZBED3,ZC3H10,ZER1,ZYG11A,ZYG11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1174,STRINGv11-Community,CRYAA,CRYAA2,CRYAB,CRYGC,CRYGD,CRYGS,HMGN5,HSPB1,LBH,MGEA5,NAT9,ZC3H10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1175,STRINGv11-Community,CRYAA2,CRYAB,CRYGS,LBH,MGEA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1178,STRINGv11-Community,HSPB6,HSPB7,HSPB8,JPH2,MBNL3,NTPCR,TAX1BP3,ZYG11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1182,STRINGv11-Community,CRYBA1,CRYBA2,CRYBA4,CRYBB1,CRYBB2,CRYBB3,MAJIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1183,STRINGv11-Community,C8orf37,CAPN1,CAPN2,CAPN8,CAPNS1,CAPNS2,CAST,FAM111B,FAM84B,INPP4A,NMT1,PLCXD1,TLDC1,UROD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1184,STRINGv11-Community,CAPN1,CAPN8,CAPNS2,CAST,INPP4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1188,STRINGv11-Community,BVES,CHIA,HRASLS2,HYAL1,INSL3,MGAT3,RTBDN,UBAC1,ZG16B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1189,STRINGv11-Community,ADGB,C5orf46,CAPN10,CAPN11,CAPN12,CAPN13,CAPN14,CAPN15,CAPN3,CAPN5,CAPN6,CAPN7,CAPN9,DPP10,DPP6,FNDC5,HSPB9,NMT2,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PHTF1,PPCDC,PPCS,PRND,RFLNB,UBASH3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1191,STRINGv11-Community,CAPN10,CAPN11,DPP10,DPP6,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PRND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1192,STRINGv11-Community,ADGB,CAPN12,CAPN13,CAPN14,CAPN3,CAPN7,CAPN9,HSPB9,NMT2,PPCDC,UBASH3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1194,STRINGv11-Community,CAPN12,CAPN13,CAPN14,CAPN3,CAPN9,HSPB9,NMT2,UBASH3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1198,STRINGv11-Community,ABHD10,ABHD11,ABHD14A,ABHD14B,ABHD6,ABHD8,BPHL,C2CD4D,CHGA,CHGB,CNRIP1,ENSP00000396421,ERC1,ERC2,FGF11,FGF13,FGF14,FGF16,FGF17,FGF18,FGF19,FGF21,FGF23,FGF4,FGF5,FGF6,FGF8,FO681492.1,GTPBP2,JMJD7-PLA2G4B,KCNMB1,KCTD17,KCTD2,KCTD5,OR51E1,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PPME1,SARM1,SCG3,SERHL2,SNAP91,SYT11,SYT12,SYT13,SYT14,SYT15,SYT16,SYT17,SYT5,SYT7,SYT8,SYT9,SYTL1,SYTL2,SYTL3,SYTL5,TC2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1199,STRINGv11-Community,ABHD10,ABHD14A,ABHD6,ABHD8,BPHL,C2CD4D,FGF11,FGF13,FGF16,FGF19,FGF23,FGF4,FGF5,FGF6,FGF8,GTPBP2,PPME1,SARM1,SERHL2,SYT11,SYT13,SYT14,SYT15,SYT16,SYT5,SYT8,SYT9,SYTL1,SYTL2,SYTL3,SYTL5,TC2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1201,STRINGv11-Community,ABHD10,ABHD14A,ABHD8,BPHL,C2CD4D,FGF11,FGF13,FGF16,FGF4,FGF8,SARM1,SYT13,SYT15,SYT8,SYTL1,SYTL2,SYTL3,SYTL5,TC2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1202,STRINGv11-Community,ABHD10,ABHD14A,ABHD8,BPHL,C2CD4D,FGF11,FGF13,FGF16,FGF4,FGF8,SARM1,SYT13,SYT15,SYT8,SYTL1,SYTL2,SYTL3,SYTL5,TC2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1203,STRINGv11-Community,FGF19,FGF23,FGF5,SYT14,SYT16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1204,STRINGv11-Community,FGF6,PPME1,SERHL2,SYT5,SYT9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1205,STRINGv11-Community,ABHD11,FGF14,FGF17,FGF18,FGF21,JMJD7-PLA2G4B,KCNMB1,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1206,STRINGv11-Community,ABHD11,FGF14,FGF17,FGF18,FGF21,JMJD7-PLA2G4B,KCNMB1,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1207,STRINGv11-Community,CHGA,CHGB,SCG3,SYT17,SYT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1209,STRINGv11-Community,CNRIP1,KCTD17,KCTD2,KCTD5,OR51E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1211,STRINGv11-Community,AC244197.3,ARSF,ARSG,ARSI,ARSJ,B3GALT6,CKAP4,ENGASE,ENSP00000355434,EXT2,EXTL2,GINM1,GLCE,GNS,HS2ST1,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS3ST4,HS3ST5,HS3ST6,HS6ST1,HS6ST2,HS6ST3,IDS,NDST1,NDST2,NDST3,NDST4,SCARA5,STS,SUMF1,UST,ZP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1212,STRINGv11-Community,AC244197.3,ARSF,ARSG,ARSI,ARSJ,GINM1,HS6ST1,HS6ST2,HS6ST3,IDS,STS,SUMF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1213,STRINGv11-Community,AC244197.3,ARSF,ARSG,ARSI,ARSJ,HS6ST1,HS6ST3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1217,STRINGv11-Community,B3GALT6,EXT2,EXTL2,GLCE,HS2ST1,HS3ST1,HS3ST3A1,HS3ST3B1,HS3ST4,HS3ST5,HS3ST6,NDST1,NDST2,NDST3,NDST4,UST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1218,STRINGv11-Community,B3GALT6,EXTL2,HS3ST3A1,HS3ST3B1,HS3ST4,HS3ST5,HS3ST6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1219,STRINGv11-Community,GLCE,HS2ST1,HS3ST1,NDST3,NDST4,UST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1222,STRINGv11-Community,AGER,CCPG1,DPPA2,EIF1AD,ENSP00000485066,FAM215A,FGF10,FGF12,FGF2,FGF20,FGF22,FGF3,FGF7,FGF9,FGFBP1,GLG1,HMBOX1,HNF1B,MLLT11,PLA2G12B,S100A12,S100A3,S100B,S100P,S100Z,SPARCL1,UGDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1223,STRINGv11-Community,FGF10,FGF20,FGF22,FGF3,FGF7,FGF9,FGFBP1,GLG1,HMBOX1,HNF1B,SPARCL1,UGDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1224,STRINGv11-Community,FGF10,FGF22,FGF3,FGF7,FGFBP1,GLG1,HNF1B,UGDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1226,STRINGv11-Community,AGER,FAM215A,FGF2,MLLT11,S100A12,S100A3,S100B,S100P,S100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1229,STRINGv11-Community,AZIN1,AZIN2,MADD,OAZ1,OAZ2,OAZ3,ODC1,SYT10,SYT3,SYT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1230,STRINGv11-Community,DOC2A,DOC2B,EXPH5,MYRIP,RAB27A,RAB27B,RAB35,RAB3A,RAB3B,RAB3C,RAB3D,RPH3A,RPH3AL,SYNGR4,SYNPR,SYP,SYTL4,UNC13D,VRTN,VWA5B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1231,STRINGv11-Community,RAB35,RAB3A,RAB3B,RAB3C,RPH3A,SYNGR4,SYNPR,SYP,VRTN,VWA5B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1232,STRINGv11-Community,EXPH5,MYRIP,RAB27A,RAB27B,RPH3AL,SYTL4,UNC13D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1234,STRINGv11-Community,ENSP00000357688,FGF1,IL1A,NRXN1,NXPH1,NXPH2,PICALM,STON2,SYT1,SYT2,SYT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1235,STRINGv11-Community,ENSP00000357688,FGF1,IL1A,SYT1,SYT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1240,STRINGv11-Community,A4GALT,ADAM10,BEND6,C8orf76,CNTD1,CRB1,CRB2,DLL1,DLL4,DPEP3,DTX1,DTX2,EOGT,FAM213A,FBN3,FJX1,GXYLT1,GXYLT2,IQCJ-SCHIP1,JAG1,JAG2,MAML1,MAML2,MAML3,MFNG,MPP5,NBPF26,NOTCH1,NOTCH2,NOTCH2NL,NOTCH3,NOTCH4,PCNX1,PCNX2,PCNX3,PROM1,PRR12,PTCRA,QSER1,RBFOX1,RBFOX3,RBPJ,RITA1,SBNO1,SBNO2,SCHIP1,SLC35D1,SLC35D2,XXYLT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1241,STRINGv11-Community,BEND6,C8orf76,CNTD1,DPEP3,MAML1,MAML2,MAML3,NOTCH2,NOTCH3,NOTCH4,PTCRA,RBPJ,RITA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL-1242,STRINGv11-Community,MAML1,MAML2,MAML3,NOTCH2,NOTCH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
