"name: DNA binding, bending",GO:0008301,HMGB2,FOXL1,FOXD1,HMGB1P1,HMGA2,TERF1,FOXI1,HHEX,TOP1,TREX1,FOXD4,HMGB4,FOXC1,HMGB1,TOP2A,TFAM,LEF1,HMGA1,HMGB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: integrin complex,GO:0008305,ITGA3,ITGA6,ITGA11,ITGB2,H3BM21,ITGA1,ITGA2,ITGAD,ITGAX,ITGA8,ITGB6,ITGAE,ITGB5,ITGA5,ITGAM,ITGB4,ITGAV,ITGA10,ITGA2B,ITGA7,ITGB8,ITGBL1,ITGAL,ITGA4,ITGB3,ITGB7,ITGA9,ITGB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: associative learning,GO:0008306,ASIC1,ELAVL4,TACR1,ABL1,EIF4A3,UCN,BTG2,SHANK1,SLC6A1,GABRA5,PPT1,LGMN,BRSK1,CHRNB2,RELN,MAP1A,SPECC1,AGT,ACTR2,DRD5,SNAP25,NEUROD2,CLN8,TNR,TSC1,SHANK2,CLN3,NRGN,RAPGEF3,NPTX2,SRF,DRD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: structural constituent of muscle,GO:0008307,CSRP3,TTN,ANKRD2,MYL2,MYOT,DAG1,KRT19,ACTN2,MYBPC2,MYBPC1,CSRP1,TPM1,OBSCN,MYH11,SMTN,CSRP2,TCAP,TPM2,NEXN,MYL3,ACTN3,PLEC,NEBL,SYNM,CAPN3,MYL6,MYL1,MYL6B,TPM4,NEB,JPH1,MYL5,MYOM1,MYOM2,MYBPC3,MYL11,ASPH,MYH8,SORBS2,MYBPH,MYL9,DMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: voltage-gated anion channel activity,GO:0008308,VDAC1,VDAC3,VDAC2,GPR89A,GPR89B,SLC17A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: single-stranded DNA 3'-5' exodeoxyribonuclease activity,GO:0008310,EXD2,MEIOB,POLE,ISG20,EXO5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: 7S RNA binding,GO:0008312,SRP9,SRP54,SRP68,EXOSC2,SRP14,SRP72,SRP19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: protein transmembrane transporter activity,GO:0008320,TIMM17B,AP4M1,TMED10,TOMM7,TIMM17A,TIMM23B,ABCA1,MCL1,SEC61A1,SEC61A2,TOMM40,SEC63,TIMM22,TOMM40L,AZGP1,PEX14,PEX13,TOMM20L,SEC61G,TOMM20,TIMM23,TOMM70,TOMM22,BLOC1S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: cation transmembrane transporter activity,GO:0008324,SLC30A9,PKD2L1,CHRNE,SLC29A4,PKD1L3,SLC8B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: methyl-CpG binding,GO:0008327,CHTOP,WDR77,LHX4,ZBTB4,ZCWPW1,ZBTB38,TET3,HOXB13,TET1,ZBTB21,DNMT1,CXXC5,MBD2,PRMT5,CXXC4,MBD3,UHRF1,ERH,ZBTB33,MECP2,CDX1,CDX2,MBD1,LRWD1,PRMT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: protein tyrosine/threonine phosphatase activity,GO:0008330,DUSP9,DUSP4,DUSP16,DUSP7,DUSP1,DUSP8,DUSP5,DUSP6,DUSP10,DUSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: high voltage-gated calcium channel activity,GO:0008331,CACNB1,CACNB4,CACNA1B,CACNA1F,CACNA1E,CACNA1S,CACNA1D,CACNB3,CACNA1C,CACNB2,CACNA1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: endosome to lysosome transport,GO:0008333,GPRASP1,HOOK3,CLEC16A,STX8,VPS39,SORT1,DTX3L,BIN1,RILP,FHIP1B,TGFBRAP1,UEVLD,PLEKHF2,MGRN1,ADRB2,TRAK1,ATG14,EPG5,SCYL2,PCDHGA3,RAB7B,VIPAS39,RHOB,VPS16,HOOK1,VPS33B,VAMP7,RAB7A,VPS11,MTM1,SNX27,VPS18,SNX16,RNF157,VPS33A,DENND3,CDX2,CHMP4BP1,RAB12,AKTIP,VPS41,BECN2,KIF13A,HOOK2,HMGXB4,SNAPIN,M6PR,PLEKHF1,TSG101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: determination of adult lifespan,GO:0008340,RAD54B,TP53,GHRHR,COQ7,INPP5D,TREX1,MSH2,LRRK2,LEP,ATN1,IDE,PRDM2,RAD54L,SIRT6,TFCP2L1,MSH6,GBA1,ATM,ZMPSTE24,CGAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: adult feeding behavior,GO:0008343,ASIP,BRS3,NPY,GHRL,LEP,USP46,GHSR,CARTPT,DMBX1,AGRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: adult locomotory behavior,GO:0008344,HOXD9,GRIN2D,GIP,SNCA,EN1,ARCN1,SEZ6,CXCL12,EPS8,CLCN3,DRD4,OPRD1,TUBA1A,DMBX1,CHL1,CCND2,PAFAH1B1,NTSR1,PUM1,NTAN1,PPT1,LGI4,INPP5F,SLITRK6,WDR47,TMOD1,TBCE,FGF12,BTBD9,APP,NTF4,NR4A2,PARK7,PRKN,SNCG,CSTB,HOXD10,HOXB8,TSC1,ATP1A2,MECP2,SHANK2,GIGYF2,PREX2,GDNF,FOXA2,OTOG,CNP,PBX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: glial cell migration,GO:0008347,TSPO,NDN,EPHA4,AZU1,P2RY1,PTPRB,CD9,CSPG4,TGFB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: MAP kinase kinase kinase kinase activity,GO:0008349,MAP4K2,MAP3K7,MAP4K5,MAP4K1,MAP4K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: katanin complex,GO:0008352,KATNAL1,KATNAL2,KATNB1,KATNA1,KATNBL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: RNA polymerase II CTD heptapeptide repeat kinase activity,GO:0008353,CCNK,MAPK1,DYRK1A,CDK13,CDK1,CDK12,CDK7,BRD4,CDK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: germ cell migration,GO:0008354,TGFBR1,KIT,ITGB1,DMRT1,PDILT,PRSS37,CXADR,FOXC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: asymmetric cell division,GO:0008356,ASPM,ACTR3,GOLGA2,ACTR2,PARD3,INSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: regulation of cell size,GO:0008361,CREB1,LAMTOR4,KEL,IQGAP3,ARHGAP5,RPTOR,MTOR,WDTC1,IL7R,MSN,VAV1,RARG,RAC1,LAMTOR5,RDX,LARS1,CLN8,RAP1GAP2,ARHGAP35,XK,MTPN,VAV3,VAV2,SLC9A3R1,EZR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: axon ensheathment,GO:0008366,PPARD,POU3F1,PRX,PLP1,MBP,CLDN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: sialyltransferase activity,GO:0008373,ST8SIA3,ST6GALNAC4,ST3GAL4,ST8SIA5,ST8SIA6,ST6GALNAC1,ST6GALNAC2,ST6GAL1,ST6GALNAC3,ST8SIA1,ST3GAL1,ST3GAL2,ST6GALNAC6,ST3GAL3,ST3GAL6,ST3GAL5,ST6GALNAC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: O-acyltransferase activity,GO:0008374,HHAT,AWAT1,LCLAT1,SOAT2,DGAT2L6,PLA2G15,TAFAZZIN,PIGW,MBOAT7,MBOAT4,MOGAT1,SOAT1,DGAT2,MOGAT2,PLA2G4C,MOGAT3,PLA2G4A,PLAAT1,DGAT1,AWAT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: acetylglucosaminyltransferase activity,GO:0008375,POMGNT2,MGAT4B,GCNT2,HEXB,RFNG,GCNT3,GCNT4,GCNT1,MGAT4D,GCNT7,OGT,LFNG,B3GLCT,EXT1,EXTL1,POMGNT1,EOGT,B3GNT7,MGAT1,MGAT4A,HEXA,MFNG,A4GNT,LARGE1,EXT2,MGAT4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: acetylgalactosaminyltransferase activity,GO:0008376,CHSY1,CSGALNACT2,CHPF2,CSGALNACT1,B4GALNT2,CHSY3,B3GALNT2,B4GALNT3,B4GALNT1,B4GALNT4,CHPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: galactosyltransferase activity,GO:0008378,B4GALT5,A4GALT,B4GALT1,B4GALT7,B4GALT3,B4GALT4,B3GNT6,B4GALT2,B4GALT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: thioredoxin peroxidase activity,GO:0008379,PRDX3,PRDX1,PRDX2,SELENOF,PRDX5,PRDX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: mechanosensitive ion channel activity,GO:0008381,PIEZO1,TMC2,TMC3,PIEZO2,TMC8,TMEM150C,TMEM63A,TMEM63B,TMC5,TMC6,TMC7,TMC4,TMC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: IkappaB kinase complex,GO:0008385,TRIM40,ERC1,PYDC1,IKBKB,IKBKG,CHUK,PYCARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: arachidonic acid monooxygenase activity,GO:0008391,CYP4A22,CYP4F2,CYP4F3,CYP4A11,CYP4F12,CYP4F11,CYP1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: arachidonic acid epoxygenase activity,GO:0008392,CYP2C18,CYP2C8,CYP2F1,CYP4A11,CYP2C9,CYP2A6,CYP2G1P,CYP4F12,CYP2J2,CYP2A7,CYP2S1,CYP2A13,CYP2E1,CYP2C19,A0A087X0B3,CYP4F2,CYP2B6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: steroid hydroxylase activity,GO:0008395,CYP2C9,CYP2G1P,CYP7B1,CYP19A1,CH25H,CYP2B6,CYP2W1,CYP2D7,CYP46A1,CYP3A7,CYP2A6,CYP2E1,A0A087X0B3,CYP27A1,CYP2C18,CYP2R1,CYP3A5,CYP2U1,CYP2S1,CYP2A7,CYP11B2,CYP2A13,CYP2F1,CYP2C19,CYP2C8,CYP7A1,CYP39A1,CYP3A43,CYP2J2,CYP3A4,CYP21A2,CYP2D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: retinoic acid 4-hydroxylase activity,GO:0008401,CYP26B1,CYP2W1,CYP26A1,CYP2C8,CYP2C18,CYP3A5,CYP3A7,CYP2S1,CYP26C1,CYP3A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: gonad development,GO:0008406,RDH10,MKKS,HESX1,BASP1,OSR1,SALL1,FSHR,IRX5,WT1,FGF8,WDR19,NR0B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: 3'-5' exonuclease activity,GO:0008408,MRE11,WRN,EXD1,EXD2,APEX1,ERI1,REXO2,RAD50,RAD9A,REXO4,RAD1,TREX1,EXD3,POLG,TRIR,APLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: 5'-3' exonuclease activity,GO:0008409,MRE11,EXO1,DXO,FAN1,DCLRE1B,CPSF3,XRN2,EXOG,DCLRE1C,TRIR,FEN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: fucosyltransferase activity,GO:0008417,FUT7,FUT1,FUT9,FUT4,FUT2,POFUT1,FUT6,FUT5,FUT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: RNA polymerase II CTD heptapeptide repeat phosphatase activity,GO:0008420,SSU72P5,CTDP1,SSU72,RPAP2,SSU72P3,CTDSP1,SSU72P8,CTDSP2,SSU72P7,CTDSPL2,CTDSPL,SSU72P2,SSU72P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: phosphatidylethanolamine binding,GO:0008429,NF1,ESYT2,ANXA11,ESYT1,TREM2,PEBP1,PLTP,ESYT3,CD300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: selenium binding,GO:0008430,GPX4,SELENOP,GPX3,DIO1,SELENOF,RPH3A,SELENBP1,DIO2,SELENOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: JUN kinase binding,GO:0008432,MAPK8IP3,DUSP16,HES1,RNF13,SPAG9,DUSP10,GSTP1,PTK2,MAD2L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: [heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,GO:0008467,HS3ST4,HS3ST2,HS3ST3B1,HS3ST1,HS3ST3A1,HS3ST6,HS3ST5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: histone arginine N-methyltransferase activity,GO:0008469,PRMT2,CARM1,PRMT7,PRMT5,PRMT6,PRMT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: palmitoyl-(protein) hydrolase activity,GO:0008474,PPT1,ABHD16A,ABHD17B,LYPLA2,LYPLA1,ABHD13,ABHD12,ABHD12B,LYPLAL1,ABHD16B,ABHD17C,PPT2,ABHD10,ABHD17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: transaminase activity,GO:0008483,ACCS,AMT,ETNPPL,ACCSL,AGXT,AADAT,PHYKPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: sulfuric ester hydrolase activity,GO:0008484,GALNS,STS,GNS,IDS,ARSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: diphosphoinositol-polyphosphate diphosphatase activity,GO:0008486,NUDT3,NUDT4,NUDT10,NUDT4B,NUDT11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: translation activator activity,GO:0008494,GCN1,CTIF,DAZ1,DAZ3,DAZ2,DAZ4,BOLL,MIF4GD,RPS27L,PABPC1,PAIP1,LARP1,DAZL,DHX29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity",GO:0008499,B3GNT8,B3GALT1,B3GNT5,B3GALT2,B3GNT2,B3GNT3,B3GALNT1,B3GALT5,B3GNT7,B3GALT4,B3GNT6,B3GNT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: benzodiazepine receptor activity,GO:0008503,TSPO,GABRG3,GABRA5,GABRE,GABRG1,GABRA2,GABRG2,GABRA4,GABRA1,GABRA3,GABRA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: monoamine transmembrane transporter activity,GO:0008504,SLC22A1,SLC6A4,SLC22A3,SLC18A2,SLC22A2,SLC6A2,SLC29A4,SLC18A1,SLC6A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: bile acid:sodium symporter activity,GO:0008508,SLC10A3,SLC10A1,SLC10A4,SLC10A2,SLC10A5,SLC10A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: sodium:bicarbonate symporter activity,GO:0008510,SLC4A10,SLC4A8,SLC4A7,SLC4A4,SLC4A9,SLC4A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: organic anion transmembrane transporter activity,GO:0008514,SLC22A7,MFSD10,SLC22A8,SLC22A11,SLC22A3,ABCC2,SLC19A1,SLCO2B1,SLCO3A1,SLC22A1,SLCO4A1,SLCO1B1,SLCO1B3,ABCC5,SLC17A3,SLC22A9,ABCC11,SLC22A6,SLC22A2,SLCO4C1,SLCO1C1,ABCG2,SLCO1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: folic acid transmembrane transporter activity,GO:0008517,SLC19A2,SLC19A1,SLC46A1,SLC25A32,PDPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: ammonium transmembrane transporter activity,GO:0008519,RHD,RHCE,SLC12A2,K7N7A8,RHAG,SLC12A5,RHCG,SLC12A4,SLC12A7,AQP1,SLC12A6,RHBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: phosphatidylcholine transporter activity,GO:0008525,PLTP,PITPNA,PITPNM1,PITPNM2,PCTP,PITPNB,PITPNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: phosphatidylinositol transfer activity,GO:0008526,TNFAIP8L3,PITPNM3,C2CD2L,PITPNM1,PITPNA,OSBPL2,PITPNM2,PLTP,PITPNB,PITPNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: taste receptor activity,GO:0008527,TAS2R9,TAS2R5,TAS2R43,TAS1R1,FFAR4,TAS1R3,TAS2R1,TAS2R13,TAS2R14,TAS2R8,TAS2R7,TAS2R3,TAS2R10,TAS1R2,TAS2R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: G protein-coupled peptide receptor activity,GO:0008528,GPR37,GPR37L1,RXFP1,GALR1,GALR3,MCHR2,TSHR,PTH2R,FSHR,CALCR,LTB4R,UTS2R,GHRHR,GCGR,KISS1R,SCTR,GLP1R,GRPR,CYSLTR1,CYSLTR2,GALR2,GLP2R,ADCYAP1R1,RXFP2,VIPR2,GPR84,CX3CR1,NPR3,CALCRL,RXFP4,MC1R,LTB4R2,CRHR1,CRHR2,LHCGR,S1PR2,MLNR,GPR171,PTH1R,NPR1,RXFP3,VIPR1,GIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",GO:0008532,B4GAT1,B3GNT2,B3GNT3,B3GNT7,B3GNT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: respiratory chain complex IV assembly,GO:0008535,COX10,COX18,COX15,SURF1,SLC25A46,COA6,MT-CO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: proteasome regulatory particle, base subcomplex",GO:0008540,PSMC1,PSMD4,PSMC4,PSMC3,PSMC5,PSMC6,PSMC2,PSMD1,PSMD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"name: proteasome regulatory particle, lid subcomplex",GO:0008541,PSMD13,PSMD8,PSMD3,PSMD11,PSMD14,PSMD12,SEM1,ADRM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: visual learning,GO:0008542,ADAM2,DRD3,CTNS,LRRN4,KIT,DRD1,SYNGAP1,NDRG4,B3GAT1,TTC36,BRAF,TUBA1A,NF1,NPTN,ABCA7,RGS14,GRIN2A,CHRNB2,RAG1,NPS,HIF1A,IFT20,TAFA2,DDHD2,FOXB1,CDK5,KMT2A,B4GALT2,TANC1,APP,GRIN1,NOG,ABCC8,PDE1B,PPP1R1B,SLC7A11,MEIS2,HRH1,PDE8B,ATP1A2,MECP2,HMGCR,NETO1,DBH,RIC8A,KRAS,ITGB1,DRD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name: fibroblast growth factor receptor signaling pathway,GO:0008543,WNT4,FGF17,FGFRL1,SHOC2,CTNNB1,CHURC1,NDST1,FRS3,FGF7,FGFR2,KIF16B,PRDM14,FGFR1,IQGAP1,SOS1,TRIM71,FGF19,PTPN11,EXT1,FGF4,CEP57,FGFBP1,FGF6,CCN2,RAB14,FGF9,FGF12,GALNT3,SETX,FGF2,FLRT3,FLRT1,FGF16,SPRY2,FGF20,FIBP,WNT5A,CRKL,FRS2,SHCBP1,FGF21,FGF3,FGF5,TBX2,KLB,FGF22,FGFR3,FGF10,KL,FGF23,GRB2,FGFR4,FGF1,FGF8,FLRT2,FGF18,NGFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
